birthYear,birthDate,deathYear,deathCause_label,profession
1893-01-01T00:00:00+02:00,1893-11-09,1948-01-01T00:00:00+02:00,Suicide,English inventor & spy
1893-01-01T00:00:00+02:00,1893-05-26,1957-01-01T00:00:00+02:00,Head and neck cancer,Actress artists' model and dancer
1893-01-01T00:00:00+02:00,1893-11-14,1962-01-01T00:00:00+02:00,Suicide,American racing driver
1893-01-01T00:00:00+02:00,1893-03-29,1942-01-01T00:00:00+02:00,The Holocaust,Physician
1893-01-01T00:00:00+02:00,1893-03-28,1971-01-01T00:00:00+02:00,cardiovascular_problems,American film executive
1893-01-01T00:00:00+02:00,1893-01-08,1958-01-01T00:00:00+02:00,cardiovascular_problems,Hungarian architect
1893-01-01T00:00:00+02:00,1893-11-07,1985-01-01T00:00:00+02:00,Anemia,American actor
1893-01-01T00:00:00+02:00,1893-09-10,2009-01-01T00:00:00+02:00,Septic shock,Portuguese supercentenarian
1893-01-01T00:00:00+02:00,1893-09-28,1956-01-01T00:00:00+02:00,Brain tumor,American businessman
1893-01-01T00:00:00+02:00,1893-05-04,1974-01-01T00:00:00+02:00,Lung cancer,American actor
{1893-01-01T00:00:00+02:00|1894-01-01T00:00:00+02:00},{1893-07-11|1894-07-11},{1932-01-01T00:00:00+02:00|1933-01-01T00:00:00+02:00},accidents_murder_and_war,American businessman
1893-01-01T00:00:00+02:00,1893-11-02,1942-01-01T00:00:00+02:00,cardiovascular_problems,American politician
1893-01-01T00:00:00+02:00,1893-07-18,1949-01-01T00:00:00+02:00,cardiovascular_problems,Actor
1893-01-01T00:00:00+02:00,1893-01-01T00:00:00+02:00,1932-01-01T00:00:00+02:00,Tuberculosis,Communist prisoner in Oregon
1893-01-01T00:00:00+02:00,1893-01-01T00:00:00+02:00,1922-01-01T00:00:00+02:00,Murdered: Soul Suspect,New York gang leader and labor racketeer
1893-01-01T00:00:00+02:00,1893-08-24,1923-01-01T00:00:00+02:00,Typhoid fever,American film director
1893-01-01T00:00:00+02:00,1893-01-28,1981-01-01T00:00:00+02:00,Heart failure,American theatre director
1893-01-01T00:00:00+02:00,1893-07-24,1970-01-01T00:00:00+02:00,cardiovascular_problems,Activist
1893-01-01T00:00:00+02:00,1893-10-14,1993-01-01T00:00:00+02:00,Heart failure,Actor
{1893-01-01T00:00:00+02:00|1895-01-01T00:00:00+02:00},{1893-06-09|1895-06-09},1936-01-01T00:00:00+02:00,cardiovascular_problems,Actress
1893-01-01T00:00:00+02:00,1893-12-07,1968-01-01T00:00:00+02:00,Pneumonia,Actress
1893-01-01T00:00:00+02:00,1893-10-20,1940-01-01T00:00:00+02:00,cardiovascular_problems,Actor comedian director writer
1893-01-01T00:00:00+02:00,1893-12-13,1917-01-01T00:00:00+02:00,Tuberculosis,American writer
1893-01-01T00:00:00+02:00,1893-04-17,1967-01-01T00:00:00+02:00,Cancer,American test pilot
1893-01-01T00:00:00+02:00,1893-05-09,1947-01-01T00:00:00+02:00,Skin cancer,Psychologist
1893-01-01T00:00:00+02:00,1893-01-02,1926-01-01T00:00:00+02:00,Meningitis,American air racer
1893-01-01T00:00:00+02:00,1893-05-22,1960-01-01T00:00:00+02:00,Coronary occlusion,Aviator
1893-01-01T00:00:00+02:00,1893-07-17,1938-01-01T00:00:00+02:00,Tuberculosis,poet novelist and screenwriter
1893-01-01T00:00:00+02:00,1893-07-22,1990-01-01T00:00:00+02:00,Stomach cancer,American psychiatrist
1894-01-01T00:00:00+02:00,1894-06-28,1966-01-01T00:00:00+02:00,Brain tumor,American political activist
1894-01-01T00:00:00+02:00,1894-02-14,1974-01-01T00:00:00+02:00,Pancreatic cancer,comedian vaudeville performer and radio television and film actor
1894-01-01T00:00:00+02:00,1894-07-28,1969-01-01T00:00:00+02:00,Cardiac arrest,Founder of the Hamilton Standard Company
1894-01-01T00:00:00+02:00,1894-02-07,1950-01-01T00:00:00+02:00,cardiovascular_problems,American lawyer
1894-01-01T00:00:00+02:00,1894-07-25,1918-01-01T00:00:00+02:00,Tuberculosis,Bosnian assassin
1894-01-01T00:00:00+02:00,1894-09-22,1966-01-01T00:00:00+02:00,cardiovascular_problems,Actress
1894-01-01T00:00:00+02:00,1894-08-01,1956-01-01T00:00:00+02:00,cardiovascular_problems,Actor
1894-01-01T00:00:00+02:00,1894-01-01T00:00:00+02:00,1944-01-01T00:00:00+02:00,Hanging,Polish politician social worker activist and diplomat
1894-01-01T00:00:00+02:00,1894-09-14,1964-01-01T00:00:00+02:00,cardiovascular_problems,Actor
1894-01-01T00:00:00+02:00,1894-02-01,1973-01-01T00:00:00+02:00,Stomach cancer,American film director
1894-01-01T00:00:00+02:00,1894-06-08,1932-01-01T00:00:00+02:00,Drowning,screenwriter
1894-01-01T00:00:00+02:00,1894-07-23,1975-01-01T00:00:00+02:00,Cardiovascular disease,Actor
1894-01-01T00:00:00+02:00,1894-04-23,1968-01-01T00:00:00+02:00,Pleurisy,British actor
1894-01-01T00:00:00+02:00,1894-10-20,1920-01-01T00:00:00+02:00,Nephritis,Silent film actress model
1894-01-01T00:00:00+02:00,1894-08-10,1936-01-01T00:00:00+02:00,Traffic collision,Actor film director
1894-01-01T00:00:00+02:00,1894-09-23,1968-01-01T00:00:00+02:00,Pneumonia,American film director producer adn screenwriter
{1894-01-01T00:00:00+02:00|1897-01-01T00:00:00+02:00},{1894-09-15|1897-09-15},1931-01-01T00:00:00+02:00,Peritonitis,Actor
1894-01-01T00:00:00+02:00,1894-03-05,1950-01-01T00:00:00+02:00,Pancreatic cancer,Actress
1894-01-01T00:00:00+02:00,1894-09-12,1971-01-01T00:00:00+02:00,Stroke,Actor
1894-01-01T00:00:00+02:00,1894-07-25,1974-01-01T00:00:00+02:00,other_respiratory_problems,Actor
1894-01-01T00:00:00+02:00,1894-01-01T00:00:00+02:00,1941-01-01T00:00:00+02:00,The Holocaust,Croatian businessman and philanthropist
1894-01-01T00:00:00+02:00,1894-06-28,1988-01-01T00:00:00+02:00,Pneumonia,American actor
1894-01-01T00:00:00+02:00,1894-04-03,1974-01-01T00:00:00+02:00,Thrombus,Actress
1894-01-01T00:00:00+02:00,{1894-05-02|1894-05-26},1957-01-01T00:00:00+02:00,Pneumonia,Actress producer
1894-01-01T00:00:00+02:00,1894-09-08,1974-01-01T00:00:00+02:00,Cardiovascular disease,American actor
1894-01-01T00:00:00+02:00,1894-10-26,1981-01-01T00:00:00+02:00,cardiovascular_problems,American newspaper publisher
1894-01-01T00:00:00+02:00,1894-03-21,1941-01-01T00:00:00+02:00,The Holocaust,Croatian composer
1895-01-01T00:00:00+02:00,1895-12-05,1973-01-01T00:00:00+02:00,cardiovascular_problems,American businessman
1895-01-01T00:00:00+02:00,1895-11-14,2010-01-01T00:00:00+02:00,Pneumonia,American supercentenarian
1895-01-01T00:00:00+02:00,1895-07-26,1964-01-01T00:00:00+02:00,cardiovascular_problems,Actress comedienne
1895-01-01T00:00:00+02:00,1895-05-06,1926-01-01T00:00:00+02:00,Peritonitis,Silent film actor
1895-01-01T00:00:00+02:00,1895-09-18,2009-01-01T00:00:00+02:00,Heart failure,Former civil engineer
1895-01-01T00:00:00+02:00,1895-10-03,1925-01-01T00:00:00+02:00,Killed,russian writer
1895-01-01T00:00:00+02:00,1895-03-11,1955-01-01T00:00:00+02:00,cardiovascular_problems,Actor
1895-01-01T00:00:00+02:00,1895-06-10,1952-01-01T00:00:00+02:00,Breast cancer,Actor
1895-01-01T00:00:00+02:00,1895-10-21,1958-01-01T00:00:00+02:00,Head and neck cancer,Actress
1895-01-01T00:00:00+02:00,1895-10-28,1969-01-01T00:00:00+02:00,cardiovascular_problems,American actor
1895-01-01T00:00:00+02:00,1895-01-01T00:00:00+02:00,1927-01-01T00:00:00+02:00,Alcohol intoxication,Actress model
1895-01-01T00:00:00+02:00,1895-05-18,1934-01-01T00:00:00+02:00,Assassination,Nicaraguan revolutionary
1895-01-01T00:00:00+02:00,1895-08-25,1987-01-01T00:00:00+02:00,Pneumonia,American businessman
1895-01-01T00:00:00+02:00,1895-10-04,1966-01-01T00:00:00+02:00,Lung cancer,Actor and filmmaker
1895-01-01T00:00:00+02:00,1895-02-16,1963-01-01T00:00:00+02:00,cardiovascular_problems,Actor
1895-01-01T00:00:00+02:00,1895-06-05,1972-01-01T00:00:00+02:00,cardiovascular_problems,American actor
1895-01-01T00:00:00+02:00,1895-06-05,1972-01-01T00:00:00+02:00,cardiovascular_problems,American actor
1896-01-01T00:00:00+02:00,1896-01-21,1973-01-01T00:00:00+02:00,other_respiratory_problems,Actor
1896-01-01T00:00:00+02:00,1896-08-18,1933-01-01T00:00:00+02:00,Polyneuropathy,Actor
1896-01-01T00:00:00+02:00,1896-12-30,1963-01-01T00:00:00+02:00,Cancer,Actor
1896-01-01T00:00:00+02:00,1896-01-01T00:00:00+02:00,1961-01-01T00:00:00+02:00,Esophageal cancer,Owner of Ma Mon Luk
1896-01-01T00:00:00+02:00,1896-10-30,1980-01-01T00:00:00+02:00,Pyroclastic flow,Killed when mount St. Helens erupted
{1896-01-01T00:00:00+02:00|1899-01-01T00:00:00+02:00},{1896-06-13|1899-06-13},1963-01-01T00:00:00+02:00,Leukemia,Actor
1896-01-01T00:00:00+02:00,1896-01-04,1943-01-01T00:00:00+02:00,accidents_murder_and_war,American test pilot
1896-01-01T00:00:00+02:00,1896-07-28,1926-01-01T00:00:00+02:00,{Tuberculosis|Nephritis},Actress screenwriter
1896-01-01T00:00:00+02:00,1896-07-28,1926-01-01T00:00:00+02:00,{Tuberculosis|Nephritis},Actress screenwriter
1896-01-01T00:00:00+02:00,1896-12-16,1984-01-01T00:00:00+02:00,Pneumonia,Romanov impostor
1896-01-01T00:00:00+02:00,1896-11-19,1967-01-01T00:00:00+02:00,cardiovascular_problems,Austrian actor
1896-01-01T00:00:00+02:00,1896-09-04,1948-01-01T00:00:00+02:00,Chloral hydrate,French actor and writer
1896-01-01T00:00:00+02:00,1896-08-30,1983-01-01T00:00:00+02:00,Pneumonia,Actor
1896-01-01T00:00:00+02:00,1896-12-31,1987-01-01T00:00:00+02:00,Pneumonia,Actress author singer
1896-01-01T00:00:00+02:00,1896-08-30,1963-01-01T00:00:00+02:00,Lymphoma,Artist descendant of the imperial clan of the Qing Dynasty
1896-01-01T00:00:00+02:00,1896-10-01,1937-01-01T00:00:00+02:00,Nephritis,Actor comedian
1896-01-01T00:00:00+02:00,1896-01-01T00:00:00+02:00,1937-01-01T00:00:00+02:00,Assassination,Soviet defector
1896-01-01T00:00:00+02:00,1896-08-15,1957-01-01T00:00:00+02:00,Myelofibrosis,Austrian biochemist
1896-01-01T00:00:00+02:00,1896-08-27,1964-01-01T00:00:00+02:00,Trichinosis,American radio/television/film character actor
{1896-01-01T00:00:00+02:00|1898-01-01T00:00:00+02:00},{1896-04-29|1898-04-29},1969-01-01T00:00:00+02:00,Heart failure,American actor
1896-01-01T00:00:00+02:00,1896-01-26,1960-01-01T00:00:00+02:00,Liver cancer,American singer
1896-01-01T00:00:00+02:00,1896-06-18,1986-01-01T00:00:00+02:00,Stroke,Actress
1896-01-01T00:00:00+02:00,1896-04-27,1937-01-01T00:00:00+02:00,Suicide,American organic chemist
1896-01-01T00:00:00+02:00,{1896-02-02|1896-09-02},1967-01-01T00:00:00+02:00,Stroke,American actor-musician
1896-01-01T00:00:00+02:00,1896-03-03,1945-01-01T00:00:00+02:00,Coronary occlusion,Actor
1897-01-01T00:00:00+02:00,1897-07-11,1973-01-01T00:00:00+02:00,Heart failure,Dermatologist businessman
1897-01-01T00:00:00+02:00,1897-07-18,1937-01-01T00:00:00+02:00,Pneumonia,British racing driver
1897-01-01T00:00:00+02:00,1897-08-31,1975-01-01T00:00:00+02:00,Prostate cancer,actor
1897-01-01T00:00:00+02:00,1897-04-04,2012-01-01T00:00:00+02:00,Infection,Italian-American supercentenarian
1897-01-01T00:00:00+02:00,1897-11-08,1980-01-01T00:00:00+02:00,cardiovascular_problems,Social activist
1897-01-01T00:00:00+02:00,{1897-08-08|1897-10-08},1987-01-01T00:00:00+02:00,natural_death,film theatre director
1897-01-01T00:00:00+02:00,1897-02-25,1990-01-01T00:00:00+02:00,Heart failure,American actor
1897-01-01T00:00:00+02:00,1897-12-24,2013-01-01T00:00:00+02:00,Pneumonia,Japanese supercentenarian
1897-01-01T00:00:00+02:00,1897-08-12,1938-01-01T00:00:00+02:00,cardiovascular_problems,screenwriter
1897-01-01T00:00:00+02:00,1897-01-03,1961-01-01T00:00:00+02:00,Stomach cancer,Actress producer screenwriter
{1897-01-01T00:00:00+02:00|1898-01-01T00:00:00+02:00},{1897-08-02|1898-01-01T00:00:00+02:00},1939-01-01T00:00:00+02:00,Heart failure,American actor and director
1897-01-01T00:00:00+02:00,1897-11-17,1968-01-01T00:00:00+02:00,other_respiratory_problems,Actor
1897-01-01T00:00:00+02:00,1897-06-16,1948-01-01T00:00:00+02:00,Traffic collision,American actor
1897-01-01T00:00:00+02:00,1897-10-02,1962-01-01T00:00:00+02:00,Hepatocellular carcinoma,Italian mobster
{1897-01-01T00:00:00+02:00|1899-01-01T00:00:00+02:00},{1897-07-10|1899-07-10},1936-01-01T00:00:00+02:00,cardiovascular_problems,Actor
1897-01-01T00:00:00+02:00,1897-03-08,1970-01-01T00:00:00+02:00,cardiovascular_problems,American baseball player
1897-01-01T00:00:00+02:00,1897-08-05,1954-01-01T00:00:00+02:00,cardiovascular_problems,American opera singer
1897-01-01T00:00:00+02:00,1897-06-24,1992-01-01T00:00:00+02:00,Heart failure,American businessman
1897-01-01T00:00:00+02:00,1897-02-15,1943-01-01T00:00:00+02:00,Nazism,Dutch gymnast
1897-01-01T00:00:00+02:00,1897-07-08,1970-01-01T00:00:00+02:00,Cancer,American racehorse owner
1897-01-01T00:00:00+02:00,1897-06-19,1975-01-01T00:00:00+02:00,Lung cancer,American actor and comedian
1897-01-01T00:00:00+02:00,1897-11-27,1969-01-01T00:00:00+02:00,cardiovascular_problems,Italian-born American mobster
1897-01-01T00:00:00+02:00,1897-02-19,1931-01-01T00:00:00+02:00,Pneumonia,Actress
1897-01-01T00:00:00+02:00,1897-05-18,1991-01-01T00:00:00+02:00,Heart failure,Film director
1897-01-01T00:00:00+02:00,1897-11-22,1940-01-01T00:00:00+02:00,Suicide,Screenwriter novelist film director
1897-01-01T00:00:00+02:00,1897-11-23,1948-01-01T00:00:00+02:00,accidents_murder_and_war,Nazi doctor and war criminal
1898-01-01T00:00:00+02:00,1898-08-16,1971-01-01T00:00:00+02:00,cardiovascular_problems,American farmer
1898-01-01T00:00:00+02:00,1898-08-10,1979-01-01T00:00:00+02:00,cardiovascular_problems,American actor
1898-01-01T00:00:00+02:00,1898-09-14,1986-01-01T00:00:00+02:00,Diabetes mellitus,Film producer
1898-01-01T00:00:00+02:00,1898-10-28,1951-01-01T00:00:00+02:00,cardiovascular_problems,Animator
1898-01-01T00:00:00+02:00,1898-05-10,1941-01-01T00:00:00+02:00,Suicide,German biochemist
1898-01-01T00:00:00+02:00,1898-08-23,1933-01-01T00:00:00+02:00,Peritonitis,British politician
1898-01-01T00:00:00+02:00,1898-11-08,1937-01-01T00:00:00+02:00,Alcoholism,Actress
1898-01-01T00:00:00+02:00,1898-10-17,1991-01-01T00:00:00+02:00,Pneumonia,Actress
1898-01-01T00:00:00+02:00,1898-11-04,1978-01-01T00:00:00+02:00,cardiovascular_problems,provided the original voice of the Warner Brothers animation character Porky Pig. Actually had a stutter which became one of the characters trademarks
1898-01-01T00:00:00+02:00,1898-06-15,1936-01-01T00:00:00+02:00,Gunshot,American aviator
1898-01-01T00:00:00+02:00,1898-06-30,1985-01-01T00:00:00+02:00,Cancer,American film and television actor
1898-01-01T00:00:00+02:00,1898-01-01T00:00:00+02:00,1945-01-01T00:00:00+02:00,cardiovascular_problems,Indian politician
1898-01-01T00:00:00+02:00,{1898-02-28|1898-06-01},1992-01-01T00:00:00+02:00,Alzheimer's disease,American actress
1898-01-01T00:00:00+02:00,1898-10-05,1944-01-01T00:00:00+02:00,Portal vein thrombosis,Talent agent and film producer
1898-01-01T00:00:00+02:00,1898-12-14,1980-01-01T00:00:00+02:00,Cancer,American actor and singer
1898-01-01T00:00:00+02:00,1898-03-01,1935-01-01T00:00:00+02:00,Tuberculosis,American writer
1898-01-01T00:00:00+02:00,1898-04-04,1940-01-01T00:00:00+02:00,Cerebral hemorrhage,Actress
1898-01-01T00:00:00+02:00,1898-04-19,1973-01-01T00:00:00+02:00,Pneumonia,American actor
1898-01-01T00:00:00+02:00,1898-07-04,1965-01-01T00:00:00+02:00,cardiovascular_problems,American actor
1899-01-01T00:00:00+02:00,1899-05-31,1969-01-01T00:00:00+02:00,Autumn,Actor
1899-01-01T00:00:00+02:00,1899-07-22,1978-01-01T00:00:00+02:00,Sokushinbutsu,False Japanese longegevity claim
1899-01-01T00:00:00+02:00,1899-04-02,1961-01-01T00:00:00+02:00,cardiovascular_problems,Communist politician
1899-01-01T00:00:00+02:00,1899-07-14,1923-01-01T00:00:00+02:00,Bacteremia,Actor
1899-01-01T00:00:00+02:00,1899-07-17,1986-01-01T00:00:00+02:00,cardiovascular_problems,Actor dancer
1899-01-01T00:00:00+02:00,1899-12-02,1952-01-01T00:00:00+02:00,Water speed record,British racing driver
1899-01-01T00:00:00+02:00,1899-06-27,1981-01-01T00:00:00+02:00,Stroke,American businessman
1899-01-01T00:00:00+02:00,1899-11-11,1983-01-01T00:00:00+02:00,cardiovascular_problems,Actor
1899-01-01T00:00:00+02:00,1899-02-06,1968-01-01T00:00:00+02:00,Asphyxia,Actor
1899-01-01T00:00:00+02:00,1899-09-01,1976-01-01T00:00:00+02:00,other_respiratory_problems,Actor
1899-01-01T00:00:00+02:00,1899-08-13,1980-01-01T00:00:00+02:00,Renal failure,British film director and film producer
1899-01-01T00:00:00+02:00,1899-03-15,1979-01-01T00:00:00+02:00,other_respiratory_problems,Actor
1899-01-01T00:00:00+02:00,1899-08-29,1973-01-01T00:00:00+02:00,other_respiratory_problems,American actor
1899-01-01T00:00:00+02:00,1899-03-27,1983-01-01T00:00:00+02:00,Cardiovascular disease,American actress
1899-01-01T00:00:00+02:00,1899-05-06,1969-01-01T00:00:00+02:00,Stroke,Bandleader
1899-01-01T00:00:00+02:00,1899-11-21,1967-01-01T00:00:00+02:00,Pneumonia,Actress
1899-01-01T00:00:00+02:00,1899-06-11,1975-01-01T00:00:00+02:00,Pneumonia,American University President
1899-01-01T00:00:00+02:00,1899-02-15,{1996-01-01T00:00:00+02:00|1997-01-01T00:00:00+02:00},Stroke,American philanthropist
1899-01-01T00:00:00+02:00,1899-07-28,1977-01-01T00:00:00+02:00,Murder,Australian artist
1899-01-01T00:00:00+02:00,1899-09-09,1984-01-01T00:00:00+02:00,Asthma,Actor
1899-01-01T00:00:00+02:00,1899-12-25,1957-01-01T00:00:00+02:00,Esophageal cancer,Actor
1899-01-01T00:00:00+02:00,1899-07-01,1962-01-01T00:00:00+02:00,Renal cell carcinoma,English-American stage and film actor
